match_name,match_level,match_date,shooter,div,class,power_factor,cat,stg,factor,pts,a,c,d,ded,mi,ns,pe,ot,time
2025_MA5_4,2,2025-03-23,"DI GRAZIA, GINO",S,B,Minor,,Stage 7,3.0269,54,9,3,0,0,0,0,0,,17.84
2025_MA5_4,2,2025-03-23,"DI GRAZIA, GINO",S,B,Minor,,Stage 6,6.14,150,27,5,0,0,0,0,0,,24.43
2025_MA5_4,2,2025-03-23,"DI GRAZIA, GINO",S,B,Minor,,Stage 5,4.878,60,12,0,0,0,0,0,0,,12.3
2025_MA5_4,2,2025-03-23,"DI GRAZIA, GINO",S,B,Minor,,Stage 4,3.625,58,11,1,0,0,0,0,0,,16.0
2025_MA5_4,2,2025-03-23,"DI GRAZIA, GINO",S,B,Minor,,Stage 3,4.8863,58,11,1,0,0,0,0,0,,11.87
2025_MA5_4,2,2025-03-23,"PALMUCCI, ALESSIO",P,D,Minor,,Stage 5,4.5837,60,12,0,0,0,0,0,0,,13.09
2025_MA5_4,2,2025-03-23,"DI GRAZIA, GINO",S,B,Minor,,Stage 2,4.878,118,23,1,0,0,0,0,0,,24.19
2025_MA5_4,2,2025-03-23,"PROIA, FABRIZIO",P,B,Minor,S,Stage 8,5.2888,87,14,9,0,0,1,0,0,,16.45
2025_MA5_4,2,2025-03-23,"PROIA, FABRIZIO",P,B,Minor,S,Stage 7,1.1204,16,4,5,1,0,2,0,0,,14.28
2025_MA5_4,2,2025-03-23,"PROIA, FABRIZIO",P,B,Minor,S,Stage 6,6.6368,148,26,6,0,0,0,0,0,,22.3
2025_MA5_4,2,2025-03-23,"PROIA, FABRIZIO",P,B,Minor,S,Stage 5,5.9465,60,12,0,0,0,0,0,0,,10.09
2025_MA5_4,2,2025-03-23,"PROIA, FABRIZIO",P,B,Minor,S,Stage 4,3.0991,56,10,2,0,0,0,0,0,,18.07
2025_MA5_4,2,2025-03-23,"PROIA, FABRIZIO",P,B,Minor,S,Stage 3,3.4396,41,9,2,0,0,1,0,0,,11.92
2025_MA5_4,2,2025-03-23,"PROIA, FABRIZIO",P,B,Minor,S,Stage 2,4.1543,112,20,4,0,0,0,0,0,,26.96
2025_MA5_4,2,2025-03-23,"PROIA, FABRIZIO",P,B,Minor,S,Stage 1,6.2075,146,27,3,2,0,0,0,0,,23.52
2025_MA5_4,2,2025-03-23,"VULTERINI, MARCO",S,M,Minor,SS,Stage 8,1.8095,53,12,7,2,0,3,0,0,,29.29
2025_MA5_4,2,2025-03-23,"VULTERINI, MARCO",S,M,Minor,SS,Stage 7,2.3952,48,7,4,1,0,0,0,0,,20.04
2025_MA5_4,2,2025-03-23,"DI GRAZIA, GINO",S,B,Minor,,Stage 1,5.1438,127,23,7,1,0,1,0,0,,24.69
2025_MA5_4,2,2025-03-23,"PALMUCCI, ALESSIO",P,D,Minor,,Stage 6,4.987,134,21,9,2,0,0,0,0,,26.87
2025_MA5_4,2,2025-03-23,"PALMUCCI, ALESSIO",P,D,Minor,,Stage 7,2.8634,52,8,4,0,0,0,0,0,,18.16
2025_MA5_4,2,2025-03-23,"PALMUCCI, ALESSIO",P,D,Minor,,Stage 8,4.1586,108,18,6,0,0,0,0,0,,25.97
2025_MA5_4,2,2025-03-23,"ABRAMO, FRANCESCO",PO,A,Minor,S,Stage 1,5.6621,127,23,7,1,0,1,0,0,,22.43
2025_MA5_4,2,2025-03-23,"TRIVISONNO, EUGENIO",PCO,D,Minor,S,Stage 6,6.3948,138,21,11,0,0,0,0,0,,21.58
2025_MA5_4,2,2025-03-23,"TRIVISONNO, EUGENIO",PCO,D,Minor,S,Stage 5,4.971,60,12,0,0,0,0,0,0,,12.07
2025_MA5_4,2,2025-03-23,"TRIVISONNO, EUGENIO",PCO,D,Minor,S,Stage 4,3.6802,58,11,1,0,0,0,0,0,,15.76
2025_MA5_4,2,2025-03-23,"TRIVISONNO, EUGENIO",PCO,D,Minor,S,Stage 3,4.8359,56,10,2,0,0,0,0,0,,11.58
2025_MA5_4,2,2025-03-23,"TRIVISONNO, EUGENIO",PCO,D,Minor,S,Stage 2,3.5714,106,17,7,0,0,0,0,0,,29.68
2025_MA5_4,2,2025-03-23,"TRIVISONNO, EUGENIO",PCO,D,Minor,S,Stage 1,3.9297,114,22,8,0,0,2,0,0,,29.01
2025_MA5_4,2,2025-03-23,"IACOVINO, GIORGIO",P,C,Minor,,Stage 8,3.4562,75,12,7,4,0,1,0,0,,21.7
2025_MA5_4,2,2025-03-23,"IACOVINO, GIORGIO",P,C,Minor,,Stage 7,2.963,52,8,4,0,0,0,0,0,,17.55
2025_MA5_4,2,2025-03-23,"IACOVINO, GIORGIO",P,C,Minor,,Stage 6,4.8427,137,27,4,0,0,1,0,0,,28.29
2025_MA5_4,2,2025-03-23,"IACOVINO, GIORGIO",P,C,Minor,,Stage 5,4.4577,60,12,0,0,0,0,0,0,,13.46
2025_MA5_4,2,2025-03-23,"IACOVINO, GIORGIO",P,C,Minor,,Stage 4,3.2184,56,11,0,1,0,0,0,0,,17.4
2025_MA5_4,2,2025-03-23,"IACOVINO, GIORGIO",P,C,Minor,,Stage 3,1.0139,16,4,5,1,0,2,0,0,,15.78
2025_MA5_4,2,2025-03-23,"IACOVINO, GIORGIO",P,C,Minor,,Stage 2,3.4853,104,17,6,1,0,0,0,0,,29.84
2025_MA5_4,2,2025-03-23,"IACOVINO, GIORGIO",P,C,Minor,,Stage 1,4.9066,134,22,7,3,0,0,0,0,,27.31
2025_MA5_4,2,2025-03-23,"GALEAZZI, MAURIZIO",PO,A,Minor,SS,Stage 8,7.9121,108,18,6,0,0,0,0,0,,13.65
2025_MA5_4,2,2025-03-23,"GALEAZZI, MAURIZIO",PO,A,Minor,SS,Stage 7,3.0956,46,6,5,1,0,0,0,0,,14.86
2025_MA5_4,2,2025-03-23,"GALEAZZI, MAURIZIO",PO,A,Minor,SS,Stage 6,7.7801,150,27,5,0,0,0,0,0,,19.28
2025_MA5_4,2,2025-03-23,"GALEAZZI, MAURIZIO",PO,A,Minor,SS,Stage 5,6.6438,58,11,1,0,0,0,0,0,,8.73
2025_MA5_4,2,2025-03-23,"GALEAZZI, MAURIZIO",PO,A,Minor,SS,Stage 4,5.8152,56,10,2,0,0,0,0,0,,9.63
2025_MA5_4,2,2025-03-23,"GALEAZZI, MAURIZIO",PO,A,Minor,SS,Stage 3,4.9236,58,11,1,0,0,0,0,0,,11.78
2025_MA5_4,2,2025-03-23,"GALEAZZI, MAURIZIO",PO,A,Minor,SS,Stage 2,5.4756,118,23,1,0,0,0,0,0,,21.55
2025_MA5_4,2,2025-03-23,"GALEAZZI, MAURIZIO",PO,A,Minor,SS,Stage 1,5.9644,154,29,3,0,0,0,0,0,,25.82
2025_MA5_4,2,2025-03-23,"VULTERINI, MARCO",S,M,Minor,SS,Stage 6,4.8093,140,23,8,1,0,0,0,0,,29.11
2025_MA5_4,2,2025-03-23,"VULTERINI, MARCO",S,M,Minor,SS,Stage 5,3.5573,54,9,3,0,0,0,0,0,,15.18
2025_MA5_4,2,2025-03-23,"VULTERINI, MARCO",S,M,Minor,SS,Stage 4,2.686,39,8,3,0,0,1,0,0,,14.52
2025_MA5_4,2,2025-03-23,"VULTERINI, MARCO",S,M,Minor,SS,Stage 3,2.7042,50,8,3,1,0,0,0,0,,18.49
2025_MA5_4,2,2025-03-23,"ISCHIBONI, EMANUELE",P,D,Minor,,Stage 7,3.8426,42,4,7,1,0,0,0,0,,10.93
2025_MA5_4,2,2025-03-23,"ISCHIBONI, EMANUELE",P,D,Minor,,Stage 6,4.7728,125,22,8,1,0,1,0,0,,26.19
2025_MA5_4,2,2025-03-23,"ISCHIBONI, EMANUELE",P,D,Minor,,Stage 5,2.3481,34,9,3,0,0,0,0,2,,14.48
2025_MA5_4,2,2025-03-23,"ISCHIBONI, EMANUELE",P,D,Minor,,Stage 3,2.5119,37,8,2,1,0,1,0,0,,14.73
2025_MA5_4,2,2025-03-23,"ISCHIBONI, EMANUELE",P,D,Minor,,Stage 2,3.5234,110,19,5,0,0,0,0,0,,31.22
2025_MA5_4,2,2025-03-23,"ISCHIBONI, EMANUELE",P,D,Minor,,Stage 1,3.9216,144,26,4,2,0,0,0,0,,36.72
2025_MA5_4,2,2025-03-23,"TIBERIO, DAVIDE",S,B,Major,,Stage 8,5.2898,115,19,5,0,0,0,0,0,,21.74
2025_MA5_4,2,2025-03-23,"TIBERIO, DAVIDE",S,B,Major,,Stage 7,3.3391,58,10,2,0,0,0,0,0,,17.37
2025_MA5_4,2,2025-03-23,"TIBERIO, DAVIDE",S,B,Major,,Stage 6,4.0423,130,20,9,2,0,1,0,0,,32.16
2025_MA5_4,2,2025-03-23,"TIBERIO, DAVIDE",S,B,Major,,Stage 5,5.4945,55,9,2,1,0,0,0,0,,10.01
2025_MA5_4,2,2025-03-23,"TIBERIO, DAVIDE",S,B,Major,,Stage 4,3.9063,55,9,2,1,0,0,0,0,,14.08
2025_MA5_4,2,2025-03-23,"TIBERIO, DAVIDE",S,B,Major,,Stage 3,3.4969,57,9,3,0,0,0,0,0,,16.3
2025_MA5_4,2,2025-03-23,"TIBERIO, DAVIDE",S,B,Major,,Stage 2,3.5855,100,18,4,2,0,0,1,0,,27.89
2025_MA5_4,2,2025-03-23,"TIBERIO, DAVIDE",S,B,Major,,Stage 1,5.5217,154,28,3,1,0,0,0,0,,27.89
2025_MA5_4,2,2025-03-23,"CARINCI, VALERIO",P,M,Minor,,Stage 8,7.4595,106,17,7,0,0,0,0,0,,14.21
2025_MA5_4,2,2025-03-23,"CARINCI, VALERIO",P,M,Minor,,Stage 7,4.2521,56,10,2,0,0,0,0,0,,13.17
2025_MA5_4,2,2025-03-23,"CARINCI, VALERIO",P,M,Minor,,Stage 6,7.5588,135,27,3,1,0,1,0,0,,17.86
2025_MA5_4,2,2025-03-23,"CARINCI, VALERIO",P,M,Minor,,Stage 5,7.1871,58,11,1,0,0,0,0,0,,8.07
2025_MA5_4,2,2025-03-23,"CARINCI, VALERIO",P,M,Minor,,Stage 4,5.5659,60,12,0,0,0,0,0,0,,10.78
2025_MA5_4,2,2025-03-23,"CARINCI, VALERIO",P,M,Minor,,Stage 3,5.1653,50,8,3,1,0,0,0,0,,9.68
2025_MA5_4,2,2025-03-23,"CARINCI, VALERIO",P,M,Minor,,Stage 2,5.3147,114,21,3,0,0,0,0,0,,21.45
2025_MA5_4,2,2025-03-23,"CARINCI, VALERIO",P,M,Minor,,Stage 1,7.051,148,26,6,0,0,0,0,0,,20.99
2025_MA5_4,2,2025-03-23,"TOMASSETTI, LAVINIA",PCO,C,Minor,LS,Stage 8,5.2729,114,21,3,0,0,0,0,0,,21.62
2025_MA5_4,2,2025-03-23,"ISCHIBONI, EMANUELE",P,D,Minor,,Stage 8,2.4356,87,15,7,1,0,1,0,0,,35.72
2025_MA5_4,2,2025-03-23,"NAPOLEONI, CRISTIANO",P,C,Minor,S,Stage 5,3.4156,54,9,3,0,0,0,0,0,,15.81
2025_MA5_4,2,2025-03-23,"BORGIONI, PIERLUIGI",PO,M,Minor,SS,Stage 1,4.8276,133,26,4,1,0,1,0,0,,27.55
2025_MA5_4,2,2025-03-23,"BORGIONI, PIERLUIGI",PO,M,Minor,SS,Stage 3,3.3592,39,9,1,1,0,1,0,0,,11.61
2025_MA5_4,2,2025-03-23,"VULTERINI, MARCO",S,M,Minor,SS,Stage 2,2.5856,108,18,6,0,0,0,0,0,,41.77
2025_MA5_4,2,2025-03-23,"VULTERINI, MARCO",S,M,Minor,SS,Stage 1,2.1404,86,28,2,0,0,2,0,4,,40.18
2025_MA5_4,2,2025-03-23,"D'ANNA, GIUSEPPE",P,B,Minor,S,Stage 8,4.7414,99,20,3,0,0,1,0,0,,20.88
2025_MA5_4,2,2025-03-23,"D'ANNA, GIUSEPPE",P,B,Minor,S,Stage 7,3.3679,52,8,4,0,0,0,0,0,,15.44
2025_MA5_4,2,2025-03-23,"D'ANNA, GIUSEPPE",P,B,Minor,S,Stage 6,6.8409,144,24,8,0,0,0,0,0,,21.05
2025_MA5_4,2,2025-03-23,"D'ANNA, GIUSEPPE",P,B,Minor,S,Stage 5,5.8997,60,12,0,0,0,0,0,0,,10.17
2025_MA5_4,2,2025-03-23,"D'ANNA, GIUSEPPE",P,B,Minor,S,Stage 4,4.0788,58,11,1,0,0,0,0,0,,14.22
2025_MA5_4,2,2025-03-23,"D'ANNA, GIUSEPPE",P,B,Minor,S,Stage 3,3.8186,48,7,4,1,0,0,0,0,,12.57
2025_MA5_4,2,2025-03-23,"D'ANNA, GIUSEPPE",P,B,Minor,S,Stage 2,4.1252,112,20,4,0,0,0,0,0,,27.15
2025_MA5_4,2,2025-03-23,"D'ANNA, GIUSEPPE",P,B,Minor,S,Stage 1,5.4825,150,27,5,0,0,0,0,0,,27.36
2025_MA5_4,2,2025-03-23,"VULTERINI, LEONARDO",P,C,Minor,,Stage 8,4.3058,98,16,5,3,0,0,0,0,,22.76
2025_MA5_4,2,2025-03-23,"VULTERINI, LEONARDO",P,C,Minor,,Stage 7,2.4202,44,5,6,1,0,0,0,0,,18.18
2025_MA5_4,2,2025-03-23,"VULTERINI, LEONARDO",P,C,Minor,,Stage 6,4.5572,123,21,9,1,0,1,0,0,,26.99
2025_MA5_4,2,2025-03-23,"VULTERINI, LEONARDO",P,C,Minor,,Stage 5,5.0173,58,11,1,0,0,0,0,0,,11.56
2025_MA5_4,2,2025-03-23,"VULTERINI, LEONARDO",P,C,Minor,,Stage 4,2.5151,50,8,3,1,0,0,0,0,,19.88
2025_MA5_4,2,2025-03-23,"VULTERINI, LEONARDO",P,C,Minor,,Stage 3,4.0693,54,9,3,0,0,0,0,0,,13.27
2025_MA5_4,2,2025-03-23,"VULTERINI, LEONARDO",P,C,Minor,,Stage 2,3.4693,108,18,6,0,0,0,0,0,,31.13
2025_MA5_4,2,2025-03-23,"VULTERINI, LEONARDO",P,C,Minor,,Stage 1,5.218,140,23,8,1,0,0,0,0,,26.83
2025_MA5_4,2,2025-03-23,"BORGIONI, PIERLUIGI",PO,M,Minor,SS,Stage 8,4.0338,86,20,2,0,0,2,0,0,,21.32
2025_MA5_4,2,2025-03-23,"BORGIONI, PIERLUIGI",PO,M,Minor,SS,Stage 7,3.0551,56,10,2,0,0,0,0,0,,18.33
2025_MA5_4,2,2025-03-23,"BORGIONI, PIERLUIGI",PO,M,Minor,SS,Stage 6,5.1718,137,27,4,0,0,1,0,0,,26.49
2025_MA5_4,2,2025-03-23,"BORGIONI, PIERLUIGI",PO,M,Minor,SS,Stage 5,6.6975,58,11,1,0,0,0,0,0,,8.66
2025_MA5_4,2,2025-03-23,"BORGIONI, PIERLUIGI",PO,M,Minor,SS,Stage 4,4.7695,60,12,0,0,0,0,0,0,,12.58
2025_MA5_4,2,2025-03-23,"BORGIONI, PIERLUIGI",PO,M,Minor,SS,Stage 2,4.3155,116,22,2,0,0,0,0,0,,26.88
2025_MA5_4,2,2025-03-23,"NAPOLEONI, CRISTIANO",P,C,Minor,S,Stage 4,1.3233,28,9,1,0,0,2,0,0,,21.16
2025_MA5_4,2,2025-03-23,"ISCHIBONI, EMANUELE",P,D,Minor,,Stage 4,3.513,58,11,1,0,0,0,0,0,,16.51
2025_MA5_4,2,2025-03-23,"NAPOLEONI, CRISTIANO",P,C,Minor,S,Stage 2,2.9459,110,19,5,0,0,0,0,0,,37.34
2025_MA5_4,2,2025-03-23,"FARNETANI, EUGENIO",S,C,Minor,GS,Stage 5,3.1712,60,12,0,0,0,0,0,0,,18.92
2025_MA5_4,2,2025-03-23,"FARNETANI, EUGENIO",S,C,Minor,GS,Stage 4,3.5047,60,12,0,0,0,0,0,0,,17.12
2025_MA5_4,2,2025-03-23,"FARNETANI, EUGENIO",S,C,Minor,GS,Stage 3,3.0352,56,10,2,0,0,0,0,0,,18.45
2025_MA5_4,2,2025-03-23,"FARNETANI, EUGENIO",S,C,Minor,GS,Stage 2,3.1696,120,24,0,0,0,0,0,0,,37.86
2025_MA5_4,2,2025-03-23,"FARNETANI, EUGENIO",S,C,Minor,GS,Stage 1,3.5613,150,28,3,1,0,0,0,0,,42.12
2025_MA5_4,2,2025-03-23,"PAPI, MARCELLO",P,C,Minor,S,Stage 8,5.3731,108,18,6,0,0,0,0,0,,20.1
2025_MA5_4,2,2025-03-23,"PAPI, MARCELLO",P,C,Minor,S,Stage 7,2.6441,50,7,5,0,0,0,0,0,,18.91
2025_MA5_4,2,2025-03-23,"PAPI, MARCELLO",P,C,Minor,S,Stage 6,4.5166,128,18,12,2,0,0,0,0,,28.34
2025_MA5_4,2,2025-03-23,"PAPI, MARCELLO",P,C,Minor,S,Stage 5,4.2995,58,11,1,0,0,0,0,0,,13.49
2025_MA5_4,2,2025-03-23,"PAPI, MARCELLO",P,C,Minor,S,Stage 4,2.3744,60,12,0,0,0,0,0,0,,25.27
2025_MA5_4,2,2025-03-23,"FARNETANI, EUGENIO",S,C,Minor,GS,Stage 6,4.0177,154,29,3,0,0,0,0,0,,38.33
2025_MA5_4,2,2025-03-23,"PAPI, MARCELLO",P,C,Minor,S,Stage 3,3.7323,58,11,1,0,0,0,0,0,,15.54
2025_MA5_4,2,2025-03-23,"PAPI, MARCELLO",P,C,Minor,S,Stage 1,4.7198,144,27,2,3,0,0,0,0,,30.51
2025_MA5_4,2,2025-03-23,"D'ALESSANDRO, MAURO",S,M,Major,SS,Stage 8,7.0891,113,17,7,0,0,0,0,0,,15.94
2025_MA5_4,2,2025-03-23,"D'ALESSANDRO, MAURO",S,M,Major,SS,Stage 7,3.7654,52,6,5,1,0,0,0,0,,13.81
2025_MA5_4,2,2025-03-23,"D'ALESSANDRO, MAURO",S,M,Major,SS,Stage 6,8.4718,153,27,4,1,0,0,0,0,,18.06
2025_MA5_4,2,2025-03-23,"D'ALESSANDRO, MAURO",S,M,Major,SS,Stage 5,8.4746,60,12,0,0,0,0,0,0,,7.08
2025_MA5_4,2,2025-03-23,"D'ALESSANDRO, MAURO",S,M,Major,SS,Stage 4,4.6154,57,9,3,0,0,0,0,0,,12.35
2025_MA5_4,2,2025-03-23,"D'ALESSANDRO, MAURO",S,M,Major,SS,Stage 3,5.8527,58,10,2,0,0,0,0,0,,9.91
2025_MA5_4,2,2025-03-23,"D'ALESSANDRO, MAURO",S,M,Major,SS,Stage 2,4.9768,118,22,2,0,0,0,0,0,,23.71
2025_MA5_4,2,2025-03-23,"D'ALESSANDRO, MAURO",S,M,Major,SS,Stage 1,7.1429,152,24,8,0,0,0,0,0,,21.28
2025_MA5_4,2,2025-03-23,"CARUSO, FABIO",P,A,Minor,S,Stage 8,6.9709,110,19,5,0,0,0,0,0,,15.78
2025_MA5_4,2,2025-03-23,"PAPI, MARCELLO",P,C,Minor,S,Stage 2,3.7736,116,22,2,0,0,0,0,0,,30.74
2025_MA5_4,2,2025-03-23,"FARNETANI, EUGENIO",S,C,Minor,GS,Stage 7,2.3055,56,10,2,0,0,0,0,0,,24.29
2025_MA5_4,2,2025-03-23,"FARNETANI, EUGENIO",S,C,Minor,GS,Stage 8,3.9878,118,23,1,0,0,0,0,0,,29.59
2025_MA5_4,2,2025-03-23,"PETRUCCI, DAVID",S,A,Major,,Stage 1,7.5527,154,28,3,1,0,0,0,0,,20.39
2025_MA5_4,2,2025-03-23,"CIERI, MARCO",P,D,Minor,S,Stage 8,4.1774,114,21,3,0,0,0,0,0,,27.29
2025_MA5_4,2,2025-03-23,"CIERI, MARCO",P,D,Minor,S,Stage 7,2.615,58,11,1,0,0,0,0,0,,22.18
2025_MA5_4,2,2025-03-23,"CIERI, MARCO",P,D,Minor,S,Stage 6,4.8872,156,30,2,0,0,0,0,0,,31.92
2025_MA5_4,2,2025-03-23,"CIERI, MARCO",P,D,Minor,S,Stage 5,4.2963,58,11,1,0,0,0,0,0,,13.5
2025_MA5_4,2,2025-03-23,"CIERI, MARCO",P,D,Minor,S,Stage 4,2.6478,43,10,1,0,0,1,0,0,,16.24
2025_MA5_4,2,2025-03-23,"CIERI, MARCO",P,D,Minor,S,Stage 3,3.5692,58,11,1,0,0,0,0,0,,16.25
2025_MA5_4,2,2025-03-23,"CIERI, MARCO",P,D,Minor,S,Stage 2,3.1772,97,19,4,0,0,1,0,0,,30.53
2025_MA5_4,2,2025-03-23,"CIERI, MARCO",P,D,Minor,S,Stage 1,4.1349,152,29,2,1,0,0,0,0,,36.76
2025_MA5_4,2,2025-03-23,"SANTIPO, FABIO",C,C,Minor,S,Stage 8,3.2342,100,16,6,2,0,0,0,0,,30.92
2025_MA5_4,2,2025-03-23,"SANTIPO, FABIO",C,C,Minor,S,Stage 7,1.702,41,9,2,0,0,1,0,0,,24.09
2025_MA5_4,2,2025-03-23,"SANTIPO, FABIO",C,C,Minor,S,Stage 6,4.4126,148,26,6,0,0,0,0,0,,33.54
2025_MA5_4,2,2025-03-23,"SANTIPO, FABIO",C,C,Minor,S,Stage 5,3.8926,58,11,1,0,0,0,0,0,,14.9
2025_MA5_4,2,2025-03-23,"SANTIPO, FABIO",C,C,Minor,S,Stage 4,3.6501,58,11,1,0,0,0,0,0,,15.89
2025_MA5_4,2,2025-03-23,"SANTIPO, FABIO",C,C,Minor,S,Stage 3,2.8659,56,10,2,0,0,0,0,0,,19.54
2025_MA5_4,2,2025-03-23,"SANTIPO, FABIO",C,C,Minor,S,Stage 2,2.4665,114,21,3,0,0,0,0,0,,46.22
2025_MA5_4,2,2025-03-23,"SANTIPO, FABIO",C,C,Minor,S,Stage 1,3.9885,152,28,4,0,0,0,0,0,,38.11
2025_MA5_4,2,2025-03-23,"PETRUCCI, DAVID",S,A,Major,,Stage 8,7.006,117,21,3,0,0,0,0,0,,16.7
2025_MA5_4,2,2025-03-23,"PETRUCCI, DAVID",S,A,Major,,Stage 7,3.4483,51,7,3,2,0,0,0,0,,14.79
2025_MA5_4,2,2025-03-23,"PETRUCCI, DAVID",S,A,Major,,Stage 6,8.8321,152,26,5,1,0,0,0,0,,17.21
2025_MA5_4,2,2025-03-23,"PETRUCCI, DAVID",S,A,Major,,Stage 5,7.0828,59,11,1,0,0,0,0,0,,8.33
2025_MA5_4,2,2025-03-23,"PETRUCCI, DAVID",S,A,Major,,Stage 4,5.9957,56,8,4,0,0,0,0,0,,9.34
2025_MA5_4,2,2025-03-23,"PETRUCCI, DAVID",S,A,Major,,Stage 3,4.6751,59,11,1,0,0,0,0,0,,12.62
2025_MA5_4,2,2025-03-23,"PETRUCCI, DAVID",S,A,Major,,Stage 2,4.6108,109,23,1,0,0,0,1,0,,23.64
2025_MA5_4,2,2025-03-23,"CARUSO, FABIO",P,A,Minor,S,Stage 7,3.4909,48,6,6,0,0,0,0,0,,13.75
2025_MA5_4,2,2025-03-23,"PONSIGLIONE, VERONICA",P,D,Minor,L,Stage 1,3.0547,148,28,2,2,0,0,0,0,,48.45
2025_MA5_4,2,2025-03-23,"CARUSO, FABIO",P,A,Minor,S,Stage 6,7.4321,156,30,2,0,0,0,0,0,,20.99
2025_MA5_4,2,2025-03-23,"CARUSO, FABIO",P,A,Minor,S,Stage 4,4.6068,58,11,1,0,0,0,0,0,,12.59
2025_MA5_4,2,2025-03-23,"COCCO, ALESSANDRO",P,D,Minor,,Stage 7,0.0,0,0,0,0,0,0,0,0,,0.0
2025_MA5_4,2,2025-03-23,"COCCO, ALESSANDRO",P,D,Minor,,Stage 6,0.0,0,0,0,0,0,0,0,0,,0.0
2025_MA5_4,2,2025-03-23,"COCCO, ALESSANDRO",P,D,Minor,,Stage 5,0.0,0,0,0,0,0,0,0,0,,0.0
2025_MA5_4,2,2025-03-23,"COCCO, ALESSANDRO",P,D,Minor,,Stage 4,0.0,0,0,0,0,0,0,0,0,,0.0
2025_MA5_4,2,2025-03-23,"COCCO, ALESSANDRO",P,D,Minor,,Stage 3,0.0,0,0,0,0,0,0,0,0,,0.0
2025_MA5_4,2,2025-03-23,"COCCO, ALESSANDRO",P,D,Minor,,Stage 2,0.0,0,0,0,0,0,0,0,0,,0.0
2025_MA5_4,2,2025-03-23,"COCCO, ALESSANDRO",P,D,Minor,,Stage 1,0.0,0,0,0,0,0,0,0,0,,0.0
2025_MA5_4,2,2025-03-23,"TORTELLI, ELENA",PO,C,Minor,LS,Stage 8,4.6292,108,18,6,0,0,0,0,0,,23.33
2025_MA5_4,2,2025-03-23,"TORTELLI, ELENA",PO,C,Minor,LS,Stage 7,2.6612,52,8,4,0,0,0,0,0,,19.54
2025_MA5_4,2,2025-03-23,"TORTELLI, ELENA",PO,C,Minor,LS,Stage 6,4.8951,154,29,3,0,0,0,0,0,,31.46
2025_MA5_4,2,2025-03-23,"COCCO, ALESSANDRO",P,D,Minor,,Stage 8,0.0,0,0,0,0,0,0,0,0,,0.0
2025_MA5_4,2,2025-03-23,"TORTELLI, ELENA",PO,C,Minor,LS,Stage 5,3.8083,58,11,1,0,0,0,0,0,,15.23
2025_MA5_4,2,2025-03-23,"TORTELLI, ELENA",PO,C,Minor,LS,Stage 3,3.399,50,8,3,1,0,0,0,0,,14.71
2025_MA5_4,2,2025-03-23,"TORTELLI, ELENA",PO,C,Minor,LS,Stage 2,3.7836,114,21,3,0,0,0,0,0,,30.13
2025_MA5_4,2,2025-03-23,"TORTELLI, ELENA",PO,C,Minor,LS,Stage 1,4.728,146,26,5,1,0,0,0,0,,30.88
2025_MA5_4,2,2025-03-23,"ABRAMO, FRANCESCO",PO,A,Minor,S,Stage 8,7.7179,116,22,2,0,0,0,0,0,,15.03
2025_MA5_4,2,2025-03-23,"ABRAMO, FRANCESCO",PO,A,Minor,S,Stage 7,3.438,46,6,5,1,0,0,0,0,,13.38
2025_MA5_4,2,2025-03-23,"ABRAMO, FRANCESCO",PO,A,Minor,S,Stage 6,6.4181,136,20,12,0,0,0,0,0,,21.19
2025_MA5_4,2,2025-03-23,"ABRAMO, FRANCESCO",PO,A,Minor,S,Stage 5,7.6336,60,12,0,0,0,0,0,0,,7.86
2025_MA5_4,2,2025-03-23,"ABRAMO, FRANCESCO",PO,A,Minor,S,Stage 4,4.2553,56,10,2,0,0,0,0,0,,13.16
2025_MA5_4,2,2025-03-23,"NAPOLEONI, CRISTIANO",P,C,Minor,S,Stage 3,3.2278,52,8,4,0,0,0,0,0,,16.11
2025_MA5_4,2,2025-03-23,"ABRAMO, FRANCESCO",PO,A,Minor,S,Stage 3,5.3279,52,9,2,1,0,0,0,0,,9.76
2025_MA5_4,2,2025-03-23,"TORTELLI, ELENA",PO,C,Minor,LS,Stage 4,3.5503,60,12,0,0,0,0,0,0,,16.9
2025_MA5_4,2,2025-03-23,"CUGINI, ANTONIO",S,A,Major,SS,Stage 1,3.8075,110,22,7,1,0,2,0,1,,28.89
2025_MA5_4,2,2025-03-23,"CUGINI, ANTONIO",S,A,Major,SS,Stage 2,4.6744,117,21,3,0,0,0,0,0,,25.03
2025_MA5_4,2,2025-03-23,"CUGINI, ANTONIO",S,A,Major,SS,Stage 3,2.3309,41,9,1,1,0,1,0,0,,17.59
2025_MA5_4,2,2025-03-23,"CARUSO, FABIO",P,A,Minor,S,Stage 3,4.3269,54,9,3,0,0,0,0,0,,12.48
2025_MA5_4,2,2025-03-23,"CARUSO, FABIO",P,A,Minor,S,Stage 2,3.6489,116,22,2,0,0,0,0,0,,31.79
2025_MA5_4,2,2025-03-23,"CARUSO, FABIO",P,A,Minor,S,Stage 1,6.6167,150,27,5,0,0,0,0,0,,22.67
2025_MA5_4,2,2025-03-23,"IGLIOZZI, STEFANO",P,D,Minor,SS,Stage 8,4.048,118,23,1,0,0,0,0,0,,29.15
2025_MA5_4,2,2025-03-23,"IGLIOZZI, STEFANO",P,D,Minor,SS,Stage 7,2.585,54,9,3,0,0,0,0,0,,20.89
