match_name,match_level,match_date,shooter,div,class,power_factor,cat,stg,factor,pts,a,c,d,ded,mi,ns,pe,ot,time
2025_BERETTA,3,2025-05-30,"DEL ROSARIO, GIULIO",S,G,Major,S,Stage 10,4.3384,60,12,0,0,0,0,0,0,,13.83
2025_BERETTA,3,2025-05-30,"DEL ROSARIO, GIULIO",S,G,Major,S,Stage 12,4.4465,141,27,4,0,0,1,0,0,,31.71
2025_BERETTA,3,2025-05-30,"DEL ROSARIO, GIULIO",S,G,Major,S,Stage 13,6.0084,115,21,2,1,0,0,0,0,,19.14
2025_BERETTA,3,2025-05-30,"DEL ROSARIO, GIULIO",S,G,Major,S,Stage 14,4.9132,116,22,1,1,0,0,0,0,,23.61
2025_BERETTA,3,2025-05-30,"DUKA, BERNARD",P,A,Minor,,Stage 1,4.7541,58,11,1,0,0,0,0,0,,12.2
2025_BERETTA,3,2025-05-30,"DUKA, BERNARD",P,A,Minor,,Stage 2,5.6452,56,10,2,0,0,0,0,0,,9.92
2025_BERETTA,3,2025-05-30,"DUKA, BERNARD",P,A,Minor,,Stage 3,7.013,108,19,4,1,0,0,0,0,,15.4
2025_BERETTA,3,2025-05-30,"DUKA, BERNARD",P,A,Minor,,Stage 4,3.4873,37,8,2,1,0,1,0,0,,10.61
2025_BERETTA,3,2025-05-30,"DUKA, BERNARD",P,A,Minor,,Stage 5,5.7748,60,12,0,0,0,0,0,0,,10.39
2025_BERETTA,3,2025-05-30,"DUKA, BERNARD",P,A,Minor,,Stage 6,7.723,116,22,2,0,0,0,0,0,,15.02
2025_BERETTA,3,2025-05-30,"DUKA, BERNARD",P,A,Minor,,Stage 7,5.7808,154,29,3,0,0,0,0,0,,26.64
2025_BERETTA,3,2025-05-30,"DUKA, BERNARD",P,A,Minor,,Stage 8,5.0048,52,8,4,0,0,0,0,0,,10.39
2025_BERETTA,3,2025-05-30,"DUKA, BERNARD",P,A,Minor,,Stage 9,2.7778,39,9,1,1,0,1,0,0,,14.04
2025_BERETTA,3,2025-05-30,"DUKA, BERNARD",P,A,Minor,,Stage 10,4.1328,56,11,0,1,0,0,0,0,,13.55
2025_BERETTA,3,2025-05-30,"DUKA, BERNARD",P,A,Minor,,Stage 11,5.4969,99,20,3,0,0,1,0,0,,18.01
2025_BERETTA,3,2025-05-30,"DEL ROSARIO, GIULIO",S,G,Major,S,Stage 11,6.2577,102,20,3,0,0,1,0,0,,16.3
2025_BERETTA,3,2025-05-30,"BETTERELLI, ALESSIO",PO,A,Minor,,Stage 9,2.4919,54,10,1,1,0,0,0,0,,21.67
2025_BERETTA,3,2025-05-30,"MICILLO, GIANFRANCO",S,A,Major,SS,Stage 4,3.9151,59,11,1,0,0,0,0,0,,15.07
2025_BERETTA,3,2025-05-30,"MICILLO, GIANFRANCO",S,A,Major,SS,Stage 6,4.7283,87,19,3,0,0,2,0,0,,18.4
2025_BERETTA,3,2025-05-30,"BIANCONI, ALESSANDRO",R,G,Minor,SS,Stage 13,3.575,106,19,3,2,0,0,0,0,,29.65
2025_BERETTA,3,2025-05-30,"BIANCONI, ALESSANDRO",R,G,Minor,SS,Stage 14,3.522,112,20,4,0,0,0,0,0,,31.8
2025_BERETTA,3,2025-05-30,"DONADEL , MASSIMO",PO,A,Minor,,Stage 1,3.7578,54,10,1,1,0,0,0,0,,14.37
2025_BERETTA,3,2025-05-30,"DONADEL , MASSIMO",PO,A,Minor,,Stage 2,4.0117,41,9,2,0,0,1,0,0,,10.22
2025_BERETTA,3,2025-05-30,"DONADEL , MASSIMO",PO,A,Minor,,Stage 3,6.5243,110,19,5,0,0,0,0,0,,16.86
2025_BERETTA,3,2025-05-30,"DONADEL , MASSIMO",PO,A,Minor,,Stage 4,3.2432,54,9,3,0,0,0,0,0,,16.65
2025_BERETTA,3,2025-05-30,"DONADEL , MASSIMO",PO,A,Minor,,Stage 5,4.2484,52,9,2,1,0,0,0,0,,12.24
2025_BERETTA,3,2025-05-30,"DONADEL , MASSIMO",PO,A,Minor,,Stage 6,6.1818,102,15,9,0,0,0,0,0,,16.5
2025_BERETTA,3,2025-05-30,"DONADEL , MASSIMO",PO,A,Minor,,Stage 7,4.5404,123,21,9,1,0,1,0,0,,27.09
2025_BERETTA,3,2025-05-30,"DONADEL , MASSIMO",PO,A,Minor,,Stage 8,3.7214,39,8,3,0,0,1,0,0,,10.48
2025_BERETTA,3,2025-05-30,"DONADEL , MASSIMO",PO,A,Minor,,Stage 9,3.7369,50,9,1,2,0,0,0,0,,13.38
2025_BERETTA,3,2025-05-30,"DONADEL , MASSIMO",PO,A,Minor,,Stage 10,3.5488,56,10,2,0,0,0,0,0,,15.78
2025_BERETTA,3,2025-05-30,"DONADEL , MASSIMO",PO,A,Minor,,Stage 11,6.5632,110,19,5,0,0,0,0,0,,16.76
2025_BERETTA,3,2025-05-30,"DONADEL , MASSIMO",PO,A,Minor,,Stage 12,4.6982,144,25,6,1,0,0,0,0,,30.65
2025_BERETTA,3,2025-05-30,"DONADEL , MASSIMO",PO,A,Minor,,Stage 14,3.6836,102,16,7,1,0,0,0,0,,27.69
2025_BERETTA,3,2025-05-30,"SANTIPO, FABIO",C,C,Minor,S,Stage 1,1.2726,26,8,2,0,0,2,0,0,,20.43
2025_BERETTA,3,2025-05-30,"SANTIPO, FABIO",C,C,Minor,S,Stage 2,2.2951,42,6,3,3,0,0,0,0,,18.3
2025_BERETTA,3,2025-05-30,"SANTIPO, FABIO",C,C,Minor,S,Stage 3,2.7544,95,19,3,1,0,1,0,0,,34.49
2025_BERETTA,3,2025-05-30,"SANTIPO, FABIO",C,C,Minor,S,Stage 4,2.4184,60,12,0,0,0,0,0,0,,24.81
2025_BERETTA,3,2025-05-30,"SANTIPO, FABIO",C,C,Minor,S,Stage 5,0.6141,20,6,3,1,0,2,0,0,,32.57
2025_BERETTA,3,2025-05-30,"SANTIPO, FABIO",C,C,Minor,S,Stage 6,3.0336,110,19,5,0,0,0,0,0,,36.26
2025_BERETTA,3,2025-05-30,"SANTIPO, FABIO",C,C,Minor,S,Stage 7,3.1004,146,26,5,1,0,0,0,0,,47.09
2025_BERETTA,3,2025-05-30,"SANTIPO, FABIO",C,C,Minor,S,Stage 8,2.5619,60,12,0,0,0,0,0,0,,23.42
2025_BERETTA,3,2025-05-30,"SANTIPO, FABIO",C,C,Minor,S,Stage 9,1.6366,48,7,4,1,0,0,0,0,,29.33
2025_BERETTA,3,2025-05-30,"SANTIPO, FABIO",C,C,Minor,S,Stage 10,2.4331,50,7,5,0,0,0,0,0,,20.55
2025_BERETTA,3,2025-05-30,"SANTIPO, FABIO",C,C,Minor,S,Stage 11,1.2081,40,13,4,3,0,4,0,0,,33.11
2025_BERETTA,3,2025-05-30,"SANTIPO, FABIO",C,C,Minor,S,Stage 13,3.43,110,20,3,1,0,0,0,0,,32.07
2025_BERETTA,3,2025-05-30,"BOTTICELLI, ALESSANDRO",P,G,Minor,SS,Stage 1,2.7824,50,8,3,1,0,0,0,0,,17.97
2025_BERETTA,3,2025-05-30,"SANTIPO, FABIO",C,C,Minor,S,Stage 12,1.7424,115,20,7,4,0,1,0,0,,66.0
2025_BERETTA,3,2025-05-30,"BIANCONI, ALESSANDRO",R,G,Minor,SS,Stage 12,3.0069,144,25,6,1,0,0,0,0,,47.89
2025_BERETTA,3,2025-05-30,"BIANCONI, ALESSANDRO",R,G,Minor,SS,Stage 11,3.4199,104,18,4,2,0,0,0,0,,30.41
2025_BERETTA,3,2025-05-30,"BIANCONI, ALESSANDRO",R,G,Minor,SS,Stage 10,2.7921,54,9,3,0,0,0,0,0,,19.34
2025_BERETTA,3,2025-05-30,"BIANCONI, ALESSANDRO",R,G,Minor,SS,Stage 9,1.6577,40,5,4,3,0,0,0,0,,24.13
2025_BERETTA,3,2025-05-30,"MICILLO, GIANFRANCO",S,A,Major,SS,Stage 7,5.3138,149,23,8,1,0,0,0,0,,28.04
2025_BERETTA,3,2025-05-30,"MICILLO, GIANFRANCO",S,A,Major,SS,Stage 8,2.7624,40,8,2,1,0,1,0,0,,14.48
2025_BERETTA,3,2025-05-30,"MICILLO, GIANFRANCO",S,A,Major,SS,Stage 9,2.5244,57,9,3,0,0,0,0,0,,22.58
2025_BERETTA,3,2025-05-30,"MICILLO, GIANFRANCO",S,A,Major,SS,Stage 10,3.9333,59,11,1,0,0,0,0,0,,15.0
2025_BERETTA,3,2025-05-30,"MICILLO, GIANFRANCO",S,A,Major,SS,Stage 11,5.2501,106,14,8,2,0,0,0,0,,20.19
2025_BERETTA,3,2025-05-30,"MICILLO, GIANFRANCO",S,A,Major,SS,Stage 12,3.8935,136,24,6,1,0,1,0,0,,34.93
2025_BERETTA,3,2025-05-30,"MICILLO, GIANFRANCO",S,A,Major,SS,Stage 13,5.0656,112,18,5,1,0,0,0,0,,22.11
2025_BERETTA,3,2025-05-30,"MICILLO, GIANFRANCO",S,A,Major,SS,Stage 14,4.1407,113,19,4,1,0,0,0,0,,27.29
2025_BERETTA,3,2025-05-30,"FASANELLI , UGO",R,B,Minor,S,Stage 1,2.7612,60,12,0,0,0,0,0,0,,21.73
2025_BERETTA,3,2025-05-30,"FASANELLI , UGO",R,B,Minor,S,Stage 2,3.4345,60,12,0,0,0,0,0,0,,17.47
2025_BERETTA,3,2025-05-30,"FASANELLI , UGO",R,B,Minor,S,Stage 3,3.6547,116,22,2,0,0,0,0,0,,31.74
2025_BERETTA,3,2025-05-30,"FASANELLI , UGO",R,B,Minor,S,Stage 4,3.6635,54,10,1,1,0,0,0,0,,14.74
2025_BERETTA,3,2025-05-30,"FASANELLI , UGO",R,B,Minor,S,Stage 5,3.2034,60,12,0,0,0,0,0,0,,18.73
2025_BERETTA,3,2025-05-30,"FASANELLI , UGO",R,B,Minor,S,Stage 6,4.0197,114,21,3,0,0,0,0,0,,28.36
2025_BERETTA,3,2025-05-30,"MICILLO, GIANFRANCO",S,A,Major,SS,Stage 5,2.759,45,11,0,0,0,1,0,0,,16.31
2025_BERETTA,3,2025-05-30,"FASANELLI , UGO",R,B,Minor,S,Stage 7,4.3417,154,29,3,0,0,0,0,0,,35.47
2025_BERETTA,3,2025-05-30,"FASANELLI , UGO",R,B,Minor,S,Stage 9,1.2605,39,9,1,1,0,1,0,0,,30.94
2025_BERETTA,3,2025-05-30,"FASANELLI , UGO",R,B,Minor,S,Stage 10,3.2787,60,12,0,0,0,0,0,0,,18.3
2025_BERETTA,3,2025-05-30,"FASANELLI , UGO",R,B,Minor,S,Stage 11,3.3364,108,18,6,0,0,0,0,0,,32.37
2025_BERETTA,3,2025-05-30,"FASANELLI , UGO",R,B,Minor,S,Stage 12,3.5755,156,30,2,0,0,0,0,0,,43.63
2025_BERETTA,3,2025-05-30,"FASANELLI , UGO",R,B,Minor,S,Stage 13,4.4901,118,23,1,0,0,0,0,0,,26.28
2025_BERETTA,3,2025-05-30,"FASANELLI , UGO",R,B,Minor,S,Stage 14,3.8107,120,24,0,0,0,0,0,0,,31.49
2025_BERETTA,3,2025-05-30,"BIANCONI, ALESSANDRO",R,G,Minor,SS,Stage 1,2.1488,52,9,2,1,0,0,0,0,,24.2
2025_BERETTA,3,2025-05-30,"BIANCONI, ALESSANDRO",R,G,Minor,SS,Stage 2,2.05,41,9,2,0,0,1,0,0,,20.0
2025_BERETTA,3,2025-05-30,"BIANCONI, ALESSANDRO",R,G,Minor,SS,Stage 3,4.1906,102,16,7,1,0,0,0,0,,24.34
2025_BERETTA,3,2025-05-30,"BIANCONI, ALESSANDRO",R,G,Minor,SS,Stage 4,3.2162,54,10,1,1,0,0,0,0,,16.79
2025_BERETTA,3,2025-05-30,"BIANCONI, ALESSANDRO",R,G,Minor,SS,Stage 5,3.8462,54,9,3,0,0,0,0,0,,14.04
2025_BERETTA,3,2025-05-30,"BIANCONI, ALESSANDRO",R,G,Minor,SS,Stage 6,3.5765,100,17,4,3,0,0,0,0,,27.96
2025_BERETTA,3,2025-05-30,"BIANCONI, ALESSANDRO",R,G,Minor,SS,Stage 7,3.4167,142,23,9,0,0,0,0,0,,41.56
2025_BERETTA,3,2025-05-30,"BIANCONI, ALESSANDRO",R,G,Minor,SS,Stage 8,1.6888,28,9,1,0,0,2,0,0,,16.58
2025_BERETTA,3,2025-05-30,"FASANELLI , UGO",R,B,Minor,S,Stage 8,2.758,58,11,1,0,0,0,0,0,,21.03
2025_BERETTA,3,2025-05-30,"BETTERELLI, ALESSIO",PO,A,Minor,,Stage 8,5.2584,58,11,1,0,0,0,0,0,,11.03
2025_BERETTA,3,2025-05-30,"DONADEL , MASSIMO",PO,A,Minor,,Stage 13,5.3737,110,19,5,0,0,0,0,0,,20.47
2025_BERETTA,3,2025-05-30,"BETTERELLI, ALESSIO",PO,A,Minor,,Stage 6,7.1566,112,20,4,0,0,0,0,0,,15.65
2025_BERETTA,3,2025-05-30,"BALDUCCI, ANDREA",O,G,Major,S,Stage 9,2.9703,51,7,3,2,0,0,0,0,,17.17
2025_BERETTA,3,2025-05-30,"BALDUCCI, ANDREA",O,G,Major,S,Stage 10,4.497,59,11,1,0,0,0,0,0,,13.12
2025_BERETTA,3,2025-05-30,"BALDUCCI, ANDREA",O,G,Major,S,Stage 11,4.5161,77,13,7,2,0,2,0,0,,17.05
2025_BERETTA,3,2025-05-30,"BALDUCCI, ANDREA",O,G,Major,S,Stage 12,4.2571,149,25,5,2,0,0,0,0,,35.0
2025_BERETTA,3,2025-05-30,"BALDUCCI, ANDREA",O,G,Major,S,Stage 13,5.2834,110,16,7,1,0,0,0,0,,20.82
2025_BERETTA,3,2025-05-30,"BALDUCCI, ANDREA",O,G,Major,S,Stage 14,3.5294,87,19,3,0,0,2,0,0,,24.65
2025_BERETTA,3,2025-05-30,"CUGINI, ANTONIO",S,A,Major,SS,Stage 1,3.4526,55,9,2,1,0,0,0,0,,15.93
2025_BERETTA,3,2025-05-30,"CUGINI, ANTONIO",S,A,Major,SS,Stage 2,3.5286,53,9,1,2,0,0,0,0,,15.02
2025_BERETTA,3,2025-05-30,"CUGINI, ANTONIO",S,A,Major,SS,Stage 3,4.265,103,21,2,0,0,1,0,0,,24.15
2025_BERETTA,3,2025-05-30,"CUGINI, ANTONIO",S,A,Major,SS,Stage 4,1.6192,29,9,1,0,0,2,0,0,,17.91
2025_BERETTA,3,2025-05-30,"CUGINI, ANTONIO",S,A,Major,SS,Stage 5,4.5455,58,10,2,0,0,0,0,0,,12.76
2025_BERETTA,3,2025-05-30,"CUGINI, ANTONIO",S,A,Major,SS,Stage 6,5.9335,116,20,4,0,0,0,0,0,,19.55
2025_BERETTA,3,2025-05-30,"CUGINI, ANTONIO",S,A,Major,SS,Stage 7,4.8113,153,27,4,1,0,0,0,0,,31.8
2025_BERETTA,3,2025-05-30,"CUGINI, ANTONIO",S,A,Major,SS,Stage 8,3.086,42,8,3,0,0,1,0,0,,13.61
2025_BERETTA,3,2025-05-30,"CUGINI, ANTONIO",S,A,Major,SS,Stage 9,2.9756,56,10,1,1,0,0,0,0,,18.82
2025_BERETTA,3,2025-05-30,"CUGINI, ANTONIO",S,A,Major,SS,Stage 10,3.9552,60,12,0,0,0,0,0,0,,15.17
2025_BERETTA,3,2025-05-30,"CUGINI, ANTONIO",S,A,Major,SS,Stage 11,4.4416,105,13,9,2,0,0,0,0,,23.64
2025_BERETTA,3,2025-05-30,"CUGINI, ANTONIO",S,A,Major,SS,Stage 12,3.617,136,24,6,1,0,1,0,0,,37.6
2025_BERETTA,3,2025-05-30,"CUGINI, ANTONIO",S,A,Major,SS,Stage 13,3.5955,96,18,3,2,0,1,0,0,,26.7
2025_BERETTA,3,2025-05-30,"CUGINI, ANTONIO",S,A,Major,SS,Stage 14,3.6208,110,18,4,2,0,0,0,0,,30.38
2025_BERETTA,3,2025-05-30,"D'ALESSANDRO, MAURO",S,M,Major,SS,Stage 1,3.6448,55,9,2,1,0,0,0,0,,15.09
2025_BERETTA,3,2025-05-30,"D'ALESSANDRO, MAURO",S,M,Major,SS,Stage 2,3.937,40,8,2,1,0,1,0,0,,10.16
2025_BERETTA,3,2025-05-30,"D'ALESSANDRO, MAURO",S,M,Major,SS,Stage 3,6.0427,102,20,3,0,0,1,0,0,,16.88
2025_BERETTA,3,2025-05-30,"D'ALESSANDRO, MAURO",S,M,Major,SS,Stage 4,4.263,59,11,1,0,0,0,0,0,,13.84
2025_BERETTA,3,2025-05-30,"D'ALESSANDRO, MAURO",S,M,Major,SS,Stage 5,4.8101,57,9,3,0,0,0,0,0,,11.85
2025_BERETTA,3,2025-05-30,"D'ALESSANDRO, MAURO",S,M,Major,SS,Stage 6,5.6338,84,18,3,1,0,2,0,0,,14.91
2025_BERETTA,3,2025-05-30,"D'ALESSANDRO, MAURO",S,M,Major,SS,Stage 7,5.517,151,25,6,1,0,0,0,0,,27.37
2025_BERETTA,3,2025-05-30,"D'ALESSANDRO, MAURO",S,M,Major,SS,Stage 8,4.6661,58,10,2,0,0,0,0,0,,12.43
2025_BERETTA,3,2025-05-30,"D'ALESSANDRO, MAURO",S,M,Major,SS,Stage 9,3.541,54,8,3,1,0,0,0,0,,15.25
2025_BERETTA,3,2025-05-30,"BALDUCCI, ANDREA",O,G,Major,S,Stage 8,4.3339,54,8,3,1,0,0,0,0,,12.46
2025_BERETTA,3,2025-05-30,"BALDUCCI, ANDREA",O,G,Major,S,Stage 7,5.5616,153,27,4,1,0,0,0,0,,27.51
2025_BERETTA,3,2025-05-30,"BALDUCCI, ANDREA",O,G,Major,S,Stage 6,6.9175,114,20,3,1,0,0,0,0,,16.48
2025_BERETTA,3,2025-05-30,"BALDUCCI, ANDREA",O,G,Major,S,Stage 5,4.0665,44,10,1,0,0,1,0,0,,10.82
2025_BERETTA,3,2025-05-30,"BOTTICELLI, ALESSANDRO",P,G,Minor,SS,Stage 4,3.4105,56,10,2,0,0,0,0,0,,16.42
2025_BERETTA,3,2025-05-30,"BETTERELLI, ALESSIO",PO,A,Minor,,Stage 7,4.1605,140,23,8,1,0,0,0,0,,33.65
2025_BERETTA,3,2025-05-30,"BOTTICELLI, ALESSANDRO",P,G,Minor,SS,Stage 5,3.6386,58,11,1,0,0,0,0,0,,15.94
2025_BERETTA,3,2025-05-30,"BOTTICELLI, ALESSANDRO",P,G,Minor,SS,Stage 3,3.764,74,14,8,0,0,2,0,0,,19.66
2025_BERETTA,3,2025-05-30,"BOTTICELLI, ALESSANDRO",P,G,Minor,SS,Stage 6,5.6408,114,21,3,0,0,0,0,0,,20.21
2025_BERETTA,3,2025-05-30,"BOTTICELLI, ALESSANDRO",P,G,Minor,SS,Stage 7,4.279,146,25,7,0,0,0,0,0,,34.12
2025_BERETTA,3,2025-05-30,"BOTTICELLI, ALESSANDRO",P,G,Minor,SS,Stage 8,3.9648,54,9,3,0,0,0,0,0,,13.62
2025_BERETTA,3,2025-05-30,"BOTTICELLI, ALESSANDRO",P,G,Minor,SS,Stage 9,2.9545,52,9,2,1,0,0,0,0,,17.6
2025_BERETTA,3,2025-05-30,"BOTTICELLI, ALESSANDRO",P,G,Minor,SS,Stage 10,3.5024,58,11,1,0,0,0,0,0,,16.56
2025_BERETTA,3,2025-05-30,"BOTTICELLI, ALESSANDRO",P,G,Minor,SS,Stage 12,3.1981,138,22,9,1,0,0,0,0,,43.15
2025_BERETTA,3,2025-05-30,"BOTTICELLI, ALESSANDRO",P,G,Minor,SS,Stage 13,4.719,110,19,5,0,0,0,0,0,,23.31
2025_BERETTA,3,2025-05-30,"BOTTICELLI, ALESSANDRO",P,G,Minor,SS,Stage 14,2.9982,99,20,3,0,0,1,0,0,,33.02
2025_BERETTA,3,2025-05-30,"DE CARO, LUIGI",S,A,Major,S,Stage 1,2.0097,29,9,1,0,0,2,0,0,,14.43
2025_BERETTA,3,2025-05-30,"DE CARO, LUIGI",S,A,Major,S,Stage 2,4.2583,60,12,0,0,0,0,0,0,,14.09
2025_BERETTA,3,2025-05-30,"D'ALESSANDRO, MAURO",S,M,Major,SS,Stage 10,4.3834,59,11,1,0,0,0,0,0,,13.46
2025_BERETTA,3,2025-05-30,"DE CARO, LUIGI",S,A,Major,S,Stage 3,5.4859,105,13,9,2,0,0,0,0,,19.14
2025_BERETTA,3,2025-05-30,"DE CARO, LUIGI",S,A,Major,S,Stage 5,3.5874,56,10,1,1,0,0,0,0,,15.61
2025_BERETTA,3,2025-05-30,"DE CARO, LUIGI",S,A,Major,S,Stage 6,5.3461,112,16,8,0,0,0,0,0,,20.95
2025_BERETTA,3,2025-05-30,"DE CARO, LUIGI",S,A,Major,S,Stage 7,4.8858,154,26,6,0,0,0,0,0,,31.52
2025_BERETTA,3,2025-05-30,"DE CARO, LUIGI",S,A,Major,S,Stage 8,4.1857,55,9,2,1,0,0,0,0,,13.14
2025_BERETTA,3,2025-05-30,"DE CARO, LUIGI",S,A,Major,S,Stage 9,1.5842,41,7,4,0,0,1,0,0,,25.88
2025_BERETTA,3,2025-05-30,"DE CARO, LUIGI",S,A,Major,S,Stage 10,3.2834,57,9,3,0,0,0,0,0,,17.36
2025_BERETTA,3,2025-05-30,"DE CARO, LUIGI",S,A,Major,S,Stage 11,3.1593,69,17,3,1,0,3,0,0,,21.84
2025_BERETTA,3,2025-05-30,"DE CARO, LUIGI",S,A,Major,S,Stage 12,3.944,155,27,5,0,0,0,0,0,,39.3
2025_BERETTA,3,2025-05-30,"DE CARO, LUIGI",S,A,Major,S,Stage 13,4.7879,114,18,6,0,0,0,0,0,,23.81
2025_BERETTA,3,2025-05-30,"DE CARO, LUIGI",S,A,Major,S,Stage 14,3.5133,108,16,6,2,0,0,0,0,,30.74
2025_BERETTA,3,2025-05-30,"BALDUCCI, ANDREA",O,G,Major,S,Stage 1,3.4364,50,6,4,2,0,0,0,0,,14.55
2025_BERETTA,3,2025-05-30,"BALDUCCI, ANDREA",O,G,Major,S,Stage 2,4.8504,60,12,0,0,0,0,0,0,,12.37
2025_BERETTA,3,2025-05-30,"BALDUCCI, ANDREA",O,G,Major,S,Stage 3,7.4324,110,16,7,1,0,0,0,0,,14.8
2025_BERETTA,3,2025-05-30,"BALDUCCI, ANDREA",O,G,Major,S,Stage 4,3.6174,45,11,0,0,0,1,0,0,,12.44
2025_BERETTA,3,2025-05-30,"DE CARO, LUIGI",S,A,Major,S,Stage 4,4.134,58,10,2,0,0,0,0,0,,14.03
2025_BERETTA,3,2025-05-30,"D'ALESSANDRO, MAURO",S,M,Major,SS,Stage 11,4.7574,100,18,5,0,0,1,0,0,,21.02
2025_BERETTA,3,2025-05-30,"BOTTICELLI, ALESSANDRO",P,G,Minor,SS,Stage 11,4.6875,108,19,4,1,0,0,0,0,,23.04
2025_BERETTA,3,2025-05-30,"D'ALESSANDRO, MAURO",S,M,Major,SS,Stage 13,4.8667,115,19,5,0,0,0,0,0,,23.63
2025_BERETTA,3,2025-05-30,"MAFFERRI, ALESSANDRO",P,B,Minor,S,Stage 4,3.4644,52,9,2,1,0,0,0,0,,15.01
2025_BERETTA,3,2025-05-30,"MAFFERRI, ALESSANDRO",P,B,Minor,S,Stage 5,4.4335,54,9,3,0,0,0,0,0,,12.18
2025_BERETTA,3,2025-05-30,"MAFFERRI, ALESSANDRO",P,B,Minor,S,Stage 6,5.3876,98,14,9,1,0,0,0,0,,18.19
2025_BERETTA,3,2025-05-30,"MAFFERRI, ALESSANDRO",P,B,Minor,S,Stage 7,4.2456,148,27,4,1,0,0,0,0,,34.86
2025_BERETTA,3,2025-05-30,"MAFFERRI, ALESSANDRO",P,B,Minor,S,Stage 8,4.0154,52,9,2,1,0,0,0,0,,12.95
2025_BERETTA,3,2025-05-30,"MAFFERRI, ALESSANDRO",P,B,Minor,S,Stage 9,2.1552,50,9,1,2,0,0,0,0,,23.2
2025_BERETTA,3,2025-05-30,"MAFFERRI, ALESSANDRO",P,B,Minor,S,Stage 10,3.3028,54,9,3,0,0,0,0,0,,16.35
2025_BERETTA,3,2025-05-30,"BETTERELLI, ALESSIO",PO,A,Minor,,Stage 4,4.2588,52,8,4,0,0,0,0,0,,12.21
2025_BERETTA,3,2025-05-30,"MAFFERRI, ALESSANDRO",P,B,Minor,S,Stage 11,3.0496,91,17,5,1,0,1,0,0,,29.84
2025_BERETTA,3,2025-05-30,"MAFFERRI, ALESSANDRO",P,B,Minor,S,Stage 12,3.6891,140,23,8,1,0,0,0,0,,37.95
2025_BERETTA,3,2025-05-30,"MAFFERRI, ALESSANDRO",P,B,Minor,S,Stage 14,3.9162,114,22,1,1,0,0,0,0,,29.11
2025_BERETTA,3,2025-05-30,"DEL ROSARIO, PAOLA",P,D,Minor,L,Stage 1,1.7703,41,9,2,0,0,1,0,0,,23.16
2025_BERETTA,3,2025-05-30,"DEL ROSARIO, PAOLA",P,D,Minor,L,Stage 2,3.8409,56,10,2,0,0,0,0,0,,14.58
2025_BERETTA,3,2025-05-30,"DEL ROSARIO, PAOLA",P,D,Minor,L,Stage 3,4.1534,91,17,5,1,0,1,0,0,,21.91
2025_BERETTA,3,2025-05-30,"DEL ROSARIO, PAOLA",P,D,Minor,L,Stage 4,3.9057,58,11,1,0,0,0,0,0,,14.85
2025_BERETTA,3,2025-05-30,"DEL ROSARIO, PAOLA",P,D,Minor,L,Stage 5,3.9947,60,12,0,0,0,0,0,0,,15.02
2025_BERETTA,3,2025-05-30,"DEL ROSARIO, PAOLA",P,D,Minor,L,Stage 6,5.3666,112,21,2,1,0,0,0,0,,20.87
2025_BERETTA,3,2025-05-30,"DEL ROSARIO, PAOLA",P,D,Minor,L,Stage 7,3.6135,132,21,8,3,0,0,0,0,,36.53
2025_BERETTA,3,2025-05-30,"DEL ROSARIO, PAOLA",P,D,Minor,L,Stage 8,2.6619,37,8,2,1,0,1,0,0,,13.9
2025_BERETTA,3,2025-05-30,"DEL ROSARIO, PAOLA",P,D,Minor,L,Stage 9,2.0084,48,8,2,2,0,0,0,0,,23.9
2025_BERETTA,3,2025-05-30,"DEL ROSARIO, PAOLA",P,D,Minor,L,Stage 10,3.2432,60,12,0,0,0,0,0,0,,18.5
2025_BERETTA,3,2025-05-30,"DEL ROSARIO, PAOLA",P,D,Minor,L,Stage 11,5.2018,116,22,2,0,0,0,0,0,,22.3
2025_BERETTA,3,2025-05-30,"DEL ROSARIO, PAOLA",P,D,Minor,L,Stage 12,3.3948,140,24,6,2,0,0,0,0,,41.24
2025_BERETTA,3,2025-05-30,"DEL ROSARIO, PAOLA",P,D,Minor,L,Stage 13,4.2649,114,21,3,0,0,0,0,0,,26.73
2025_BERETTA,3,2025-05-30,"DEL ROSARIO, PAOLA",P,D,Minor,L,Stage 14,2.651,97,20,2,1,0,1,0,0,,36.59
2025_BERETTA,3,2025-05-30,"BETTERELLI, ALESSIO",PO,A,Minor,,Stage 1,3.2099,52,9,2,1,0,0,0,0,,16.2
2025_BERETTA,3,2025-05-30,"BETTERELLI, ALESSIO",PO,A,Minor,,Stage 5,4.1127,54,9,3,0,0,0,0,0,,13.13
2025_BERETTA,3,2025-05-30,"BETTERELLI, ALESSIO",PO,A,Minor,,Stage 2,4.0609,48,8,2,2,0,0,0,0,,11.82
2025_BERETTA,3,2025-05-30,"BETTERELLI, ALESSIO",PO,A,Minor,,Stage 3,5.0256,98,13,11,0,0,0,0,0,,19.5
2025_BERETTA,3,2025-05-30,"MAFFERRI, ALESSANDRO",P,B,Minor,S,Stage 3,4.4603,100,16,6,2,0,0,0,0,,22.42
2025_BERETTA,3,2025-05-30,"MAFFERRI, ALESSANDRO",P,B,Minor,S,Stage 2,4.3261,52,9,2,1,0,0,0,0,,12.02
2025_BERETTA,3,2025-05-30,"MAFFERRI, ALESSANDRO",P,B,Minor,S,Stage 13,4.6753,108,20,2,2,0,0,0,0,,23.1
